target,period
TIC219173590,7.6506857
TIC219238496,6.5054324
TIC219322317,8.5448393
TIC219421171,8.302977
TIC219435542,7.1989808
TIC219474870,3.8668793
TIC219707463,4.507086
TIC219998089,6.2021457
TIC220388567,3.6453465
TIC220397947,3.5520271
TIC2236015,4.1346604
TIC22538139,4.6328668
TIC22818693,5.6296634
TIC229057817,8.1821018
TIC229481183,4.3444946
TIC229495981,9.0416491
TIC229503517,3.9757512
TIC229597404,6.3725902
TIC229616860,5.6932747
TIC229975095,5.1853753
TIC230063769,8.2614364
TIC231010756,3.7845188
TIC231081369,7.6314514
TIC231275247,4.0079017
TIC231279823,5.9684525
TIC231293332,3.5757198
TIC231714759,5.4613059
TIC231851620,3.7168766
TIC232030067,3.9690316
TIC232185093,4.4691554
TIC232612416,4.3601328
TIC232629077,3.6550019
TIC232965249,3.7268563
TIC232967440,7.0643648
TIC233120979,5.9630913
TIC23324827,6.1877672
TIC233558430,7.3221517
TIC233569141,8.2329493
TIC233650330,5.218655
TIC233679640,4.3980286
TIC233681149,8.5859279
TIC233735068,7.6868682
TIC234290005,6.3292638
TIC234518605,5.6784598
TIC234523599,3.7955235
TIC234933888,6.911349
TIC235009317,7.4572529
TIC23555025,4.7456775
TIC236387002,7.2009313
TIC236973844,5.2980308
TIC237117591,6.7966898
TIC237944385,4.4250091
TIC238626074,5.1580315
TIC238917338,4.0758373
TIC240154683,4.0379616
TIC240155327,6.1228947
TIC24077469,5.2959861
TIC240962482,4.4744608
TIC24133365,7.0690407
TIC242799145,5.0017653
TIC242843658,4.9812382
TIC242991317,3.9531584
TIC24400247,7.2179641
TIC24433067,6.1864071
TIC248111238,4.6551796
TIC24972851,4.0217397
TIC250195155,6.476398
TIC250196734,7.7039539
TIC250387838,6.8862416
TIC252294709,7.8595623
TIC252788517,5.0081903
TIC252890740,3.9200195
TIC252906811,4.5989011
TIC25354620,5.0180904
TIC253929719,6.6868705
TIC254258206,8.0168719
TIC255548311,4.9638409
TIC255700967,6.8512341
TIC255908136,3.8258346
TIC256368884,4.1991759
TIC256512446,8.0561111
TIC256516208,3.5725365
TIC256865831,4.0605257
TIC257241363,5.5904852
TIC258177999,5.3968072
TIC258314976,4.9662683
TIC258777137,5.9294398
TIC258839862,4.6539954
TIC258918831,5.9856044
TIC258918835,5.9864612
TIC258923466,4.8741958
TIC259701720,3.972003
TIC259967623,4.5992459
TIC260192157,4.3718388
TIC260502102,7.3152083
TIC260504147,8.4183061
TIC260536927,5.729652
TIC260609205,4.4617534
TIC260659986,3.5700897
TIC261136311,8.8717027
TIC261332760,5.6727335
TIC261335113,8.1305944
TIC261656371,7.1953094
TIC262605041,3.6663285
TIC26273760,4.557467
TIC263074592,8.0693981
TIC264301570,4.9355505
TIC264537668,4.0307037
TIC264592553,4.5552015
TIC26489741,4.9334845
TIC265139391,3.5872979
TIC265613590,4.8180133
TIC265614546,5.137673
TIC26568753,5.1477775
TIC266394699,5.7755444
TIC266920154,4.7083128
TIC267195931,4.3701553
TIC267556582,5.3758893
TIC26801525,3.8966513
TIC268299560,8.7526476
TIC268380299,8.4808361
TIC268482699,5.0841848
TIC268529943,4.3035024
TIC268766053,6.6196826
TIC269031095,7.0094462
TIC269077015,4.1437883
TIC269347089,8.2596821
TIC269450900,4.6501858
TIC269701147,8.8801324
TIC269852699,5.136511
TIC270341486,7.4601658
TIC270380593,3.8769908
TIC270421262,4.9428087
TIC270648838,7.6353274
TIC270742379,4.2905344
TIC271241950,4.3080395
TIC271529021,6.0684145
TIC271548206,7.4487459
TIC271877841,4.0749389
TIC271893367,5.8574622
TIC271924412,4.1506128
TIC272058503,3.7355485
TIC272086869,3.9826984
TIC272357134,4.1969492
TIC272368236,5.3044546
TIC272489351,5.800498
TIC272822330,4.5013345
TIC272843045,4.8559205
TIC273042650,6.1533649
TIC273043307,3.5563519
TIC27312189,4.1779073
TIC273131564,7.8631235
TIC274039311,4.5541186
TIC274129522,8.2093983
TIC274238240,6.2062535
TIC274347939,4.8534171
TIC274601313,6.1334745
TIC274602479,3.9538363
TIC275051466,4.7850357
TIC275259749,4.4672314
TIC2758565,3.7685478
TIC275860377,8.8470804
TIC276935987,4.2507272
TIC276935996,4.2508447
TIC277683130,6.1982348
TIC278289141,5.8672921
TIC27844498,4.4214428
TIC278678404,4.5662046
TIC278683641,4.2418211
TIC278706358,6.9025229
TIC278956474,5.4880499
TIC278988794,7.5923552
TIC279087522,4.2407153
TIC279202406,4.9216633
TIC279217728,8.730563
TIC279319810,7.4961062
TIC279323519,4.0927845
TIC279462605,4.8024494
TIC279569707,3.9794091
TIC279569718,3.9794037
TIC279640088,5.9268456
TIC279855551,3.6873415
TIC279871974,6.5619449
TIC280564453,6.9149552
TIC281341249,4.3811449
TIC28159019,4.619043
TIC281666783,8.5137427
TIC28230919,4.8880424
TIC28290956,6.0036044
TIC283640314,5.5054613
TIC284909275,4.5972204
TIC284990199,4.0937214
TIC285233646,3.9994108
TIC285392907,8.4647572
TIC28586609,3.8666422
TIC286191384,3.6118208
TIC286310830,8.3685918
TIC286310836,8.3748025
TIC286355915,4.0760526
TIC286358203,4.6699278
TIC286396160,7.4284966
TIC286923464,6.1351002
TIC287196418,3.6950194
TIC287234729,4.2904944
TIC288434781,6.3345861
TIC289596375,7.2599752
TIC289597948,5.5129009
TIC290476605,5.7442589
TIC291466214,7.0505819
TIC292013448,4.3281368
TIC292321872,8.6649282
TIC292607284,4.1384108
TIC293480903,7.5694596
TIC295111026,4.2633465
TIC295803225,6.5603139
TIC295885511,5.0547566
TIC296184440,3.7441905
TIC297899564,7.9717615
TIC298008052,4.363359
TIC29847695,4.9983914
TIC299096773,7.407127
TIC299135660,5.7698052
TIC299160301,5.9369062
TIC299199358,3.8400846
TIC29983149,3.8489291
TIC300104749,5.5777022
TIC300446210,7.8658514
TIC300871545,4.8170762
TIC300903537,5.8232216
TIC301063488,7.3583242
TIC301072091,7.9062585
TIC30122338,7.0401695
TIC301247295,4.2558821
TIC301741193,6.8685665
TIC301741204,6.6790284
TIC301980639,4.7830501
TIC302384263,6.7112322
TIC302668828,5.5076989
TIC30313682,5.7273674
TIC303351921,5.8898076
TIC303427297,4.2973723
TIC303811839,6.9206307
TIC305399324,6.1002225
TIC305399325,6.1001972
TIC305466446,6.5998431
TIC30562668,3.8522421
TIC306107122,7.759831
TIC306130391,4.6452833
TIC306362738,5.5634778
TIC306900161,3.5628965
TIC307085577,4.2812441
TIC308015513,4.3257042
TIC308085294,4.3329138
TIC30816076,4.0831801
TIC308184924,4.1284274
TIC308307606,4.8400269
TIC308851582,4.9124269
TIC308991822,8.2243833
TIC309146836,5.4279442
TIC309350921,4.982654
TIC309434176,3.8187935
TIC309658221,7.5949887
TIC309720946,4.6071355
TIC30993392,5.7945445
TIC310170268,8.3173515
TIC310785613,6.4549258
TIC311035838,5.7994855
TIC311062274,8.1900688
TIC31107108,4.0481965
TIC31134762,3.7872526
TIC311925584,3.64597
TIC312353805,4.9518994
TIC312486827,3.8341504
TIC313028417,8.0259764
TIC31303242,7.05507
TIC315777423,4.9319438
TIC316249183,8.0585308
TIC31653503,6.6806299
TIC316633520,4.6419811
TIC317507345,3.9400619
TIC317681251,3.8722646
TIC317839169,4.6688711
TIC31810287,4.7615506
TIC318230704,3.5553166
TIC318512022,4.8242518
TIC318573150,5.7404517
TIC318825030,5.1848468
TIC319011894,8.2909378
TIC319558164,8.9798845
TIC31961007,4.2537236
TIC319863494,5.135475
TIC320054835,5.8991823
TIC320228013,6.8002103
TIC320333641,4.6706765
TIC320524751,8.9522212
TIC320913313,5.4687886
TIC321455348,7.6818847
TIC321857016,6.9561293
TIC321947833,5.4212965
TIC322262620,4.42779
TIC322845246,3.6027672
TIC322900369,6.2516338
TIC323143096,8.4393269
TIC323727556,4.0073128
TIC32449963,6.5204909
TIC325205605,4.2484918
TIC326374705,5.4051507
TIC326812358,5.6758097
TIC327121928,7.0465247
TIC32759110,4.0770359
TIC329770815,3.8703001
TIC330998582,5.2586207
TIC331183881,4.283982
TIC3311888,4.0010398
TIC331532483,5.0742671
TIC331860062,6.6022112
TIC33194538,6.0502389
TIC332079835,6.9564269
TIC332202405,4.7492496
TIC332334202,8.6714114
TIC333127661,7.8942715
TIC333247721,4.1739304
TIC335265326,3.8084529
TIC335484090,7.4987563
TIC335564109,4.3894303
TIC335995445,4.1735463
TIC336405638,7.3251549
TIC336434532,7.7753455
TIC336823975,4.6642856
TIC33742428,4.9782121
TIC337544122,4.7077619
TIC337886863,5.6924883
TIC339185356,5.2903608
TIC339540793,3.7739942
TIC339566276,4.2403186
TIC339568213,5.8232942
TIC341258182,4.4899092
TIC341309569,7.3465817
TIC341327281,4.3183028
TIC342010156,7.9605275
TIC342332827,4.2304675
TIC342694097,4.3433237
TIC343127696,4.6721493
TIC343549114,6.3552415
TIC343757299,5.8192347
TIC344031627,4.0184211
TIC344175457,3.9251811
TIC345170707,4.0571153
TIC345324572,5.1572434
TIC345899523,6.7185621
TIC346338553,4.465494
TIC346541355,8.1611554
TIC346934659,4.3335584
TIC347329162,4.6169803
TIC347545091,4.3938962
TIC348021286,6.5904241
TIC348670544,5.3638852
TIC348759510,3.7161348
TIC348759511,3.7160694
TIC349154435,4.4321625
TIC349308842,3.5827778
TIC349444267,7.4562521
TIC349518145,8.2798747
TIC349907707,5.1331502
TIC350141132,4.6089439
TIC350480660,4.4638235
TIC350743714,7.7575749
TIC35101462,4.1729015
TIC351336681,5.4182627
TIC352110251,6.0616439
TIC352165018,4.9045156
TIC353854078,5.16969
TIC353939279,4.527293
TIC354246759,7.1196088
TIC355152971,8.0760327
TIC355601117,4.1519578
TIC356064345,4.1513337
TIC35655828,8.072659
TIC357133493,4.3438508
TIC357345626,3.6436594
TIC357662316,3.6126873
TIC357713892,7.1001327
TIC357911163,4.7818281
TIC358108063,5.9716437
TIC35857242,3.6344345
TIC359188252,8.0473797
TIC359390362,4.7256503
TIC359497418,6.3320719
TIC359588615,4.804392
TIC359675849,3.6771119
TIC362043085,6.8615943
TIC362791996,4.0629365
TIC363933313,4.6866172
TIC364107753,7.7739061
TIC364186197,4.4245701
TIC364200513,7.671829
TIC365069916,6.3138363
TIC365070128,7.2527315
TIC365203184,5.2611036
TIC365694569,9.034968
TIC365936982,5.221787
TIC365956683,5.7311592
TIC366072761,7.6596081
TIC368779536,3.9570861
TIC369334982,6.952103
TIC369506001,4.1529469
TIC370678161,7.5556123
TIC371839073,3.7959422
TIC371989318,3.8191478
TIC371991062,8.9060154
TIC372909935,3.6111184
TIC373328406,6.896544
TIC373364179,3.7476127
TIC373702832,4.0339349
TIC373915220,6.4706807
TIC373932701,5.9503545
TIC374366829,5.6234927
TIC375422201,4.075987
TIC375422201_2,4.0768471
TIC375599392,4.600865
TIC37606218,7.8358545
TIC376162807,5.1002498
TIC376339249,6.2768689
TIC376524552,3.713301
TIC376595143,6.6764774
TIC377190161,3.7863949
TIC377912676,5.2150825
TIC378089068,3.8996152
TIC378275454,7.6560697
TIC378885645,4.2261769
TIC379215982,6.772373
TIC379376585,4.5407451
TIC380618882,6.4702019
TIC380645083,4.3886488
TIC380822025,8.480957
TIC381009148,8.4266413
TIC38125059,4.2299211
TIC382028425,8.846201
TIC382069435,5.4878834
TIC382069441,5.4786639
TIC382188882,4.8000945
TIC382323697,7.7742733
TIC383427491,5.8005723
TIC384654908,4.4531601
TIC384742846,6.356936
TIC38494096,4.8944544
TIC38541473,6.0613451
TIC38588414,3.9642364
TIC386437695,3.5744215
TIC38677487,4.0809305
TIC38678931,6.2847533
TIC387178621,8.1871258
TIC387259626,3.6233194
TIC387261279,8.4403624
TIC387562256,5.1861841
TIC387901176,3.7155912
TIC388086679,5.5922027
TIC388431711,3.7538106
TIC388529207,7.3747688
TIC389070884,8.5425301
TIC38937499,4.0555582
TIC389525208,6.7444284
TIC389667572,6.3711019
TIC389669796,8.4770958
TIC389754101,3.8034403
TIC389754103,3.8034748
TIC389761749,4.1720461
TIC39018208,6.6493104
TIC390554357,3.6473992
TIC39065113,4.6892054
TIC390661644,5.0860805
TIC391051349,6.0038847
TIC391550834,3.6056426
TIC391902612,4.5521502
TIC392113518,4.3636178
TIC3921749,5.6112212
TIC392536805,8.4097582
TIC393414358,8.7561839
TIC393803650,6.7674706
TIC393837491,8.573822
TIC394179202,7.4241532
TIC394508465,5.4021729
TIC394585218,3.9642829
TIC394657039,3.7628528
TIC394881270,4.8312879
TIC395459736,3.6081353
TIC39576803,8.59777
TIC396170777,6.5656577
TIC396201681,7.0384034
TIC396300606,4.2923404
TIC396655059,7.9771837
TIC396740648,3.7704481
TIC397100292,5.0355131
TIC39818458,3.8156995
TIC399253092,8.7212403
TIC399860444,4.9411561
TIC40038743,7.1681194
TIC401309413,7.9537224
TIC401889117,6.5862074
TIC402339590,6.6262203
TIC402447670,4.3536788
TIC403153647,5.3377447
TIC40378419,4.7460209
TIC404103665,4.9806174
TIC404477044,3.5517039
TIC404804908,4.4140873
TIC405504882,3.8283802
TIC405526704,4.9948694
TIC406276109,7.5470488
TIC406681360,4.9015088
TIC407067592,7.7718804
TIC407584737,5.6505968
TIC407594410,3.8168919
TIC408310006,5.4435063
TIC408351795,3.6761526
TIC408512382,4.0317118
TIC408618999,7.0751201
TIC408937625,4.064631
TIC409056401,5.0056136
TIC409343223,5.1106354
TIC409523757,3.7275273
TIC409934687,5.8727135
TIC410418820,8.569526
TIC410477617,7.0292201
TIC410578942,5.9026635
TIC413248763,3.9305684
TIC414019028,8.7183021
TIC415165528,3.6099001
TIC417277789,6.0104709
TIC417497545,4.7586296
TIC417585921,4.9419625
TIC417885833,4.1165062
TIC41865879,6.882728
TIC419744996,7.0049837
TIC420757505,4.1659314
TIC421718004,4.4465728
TIC421782795,6.6729899
TIC422038373,8.222261
TIC422251657,3.9300333
TIC42244951,4.2820417
TIC423363853,8.8298231
TIC423530755,4.6843069
TIC423987361,5.5332324
TIC424719589,7.6407457
TIC424992973,6.9253457
TIC425166925,5.7282944
TIC425206121,4.611214
TIC425223388,3.6218864
TIC4254645,4.0387948
TIC425549135,5.0206961
TIC425594181,8.6904726
TIC426541180,4.6975343
TIC427041696,4.0051767
TIC427063387,3.6732282
TIC427147238,4.2262696
TIC427312571,6.0662821
TIC427385758,4.9085288
TIC427394772,6.4707838
TIC427767269,6.5600242
TIC429251781,3.709533
TIC430808126,6.4794593
TIC431423983,8.4751232
TIC432610098,3.5615086
TIC433277449,6.2020381
TIC433977629,6.5596851
TIC434395855,5.8217521
TIC435863262,3.6576008
TIC436103335,7.7042854
TIC436158814,7.2148954
TIC43647325,6.3231318
TIC436592342,4.4219884
TIC436863045,8.803258
TIC437242640,8.6353794
TIC437297176,4.3960301
TIC438071843,5.2415016
TIC438212183,3.800239
TIC439366537,8.6289386
TIC441422220,3.700142
TIC441567967,4.8224338
TIC441641972,5.1251466
TIC441690583,5.6463928
TIC441694629,7.3299868
TIC441804674,4.2699202
TIC442829369,3.8623246
TIC443055162,8.1675395
TIC443117794,6.2939598
TIC443171652,6.627653
TIC443494454,3.575533
TIC444801274,4.9330363
TIC444827931,6.3991197
TIC445074203,4.3690689
TIC445181450,5.962343
TIC445879719,5.1167271
TIC445882146,3.7526702
TIC44631965,3.5685735
TIC446832107,6.1945476
TIC448727889,4.3914487
TIC44988465,7.5638488
TIC450918869,4.2247759
TIC452500843,8.4502808
TIC452563490,4.4276236
TIC453785266,5.4400952
TIC454013359,5.147686
TIC454058066,6.4562843
TIC454855280,7.9612445
TIC455178154,8.2894768
TIC455463415,5.852051
TIC455509774,3.9034251
TIC455769191,4.5426236
TIC45599777,5.3135877
TIC456609929,4.5671749
TIC457127187,6.8535197
TIC458259927,4.5840432
TIC458387660,3.9644119
TIC458842028,7.7124689
TIC459190726,4.108026
TIC460820330,5.0739877
TIC461271719,3.8127029
TIC461713146,4.9792349
TIC464838153,3.8729188
TIC46627823,6.004967
TIC467113954,7.5681699
TIC468792279,3.7815761
TIC468887783,4.5294335
TIC468997317,3.7500535
TIC470085533,4.7201558
TIC470124714,5.5193943
TIC470208013,5.5430262
TIC470391356,5.0255956
TIC470677450,4.4931565
TIC470975994,3.9596193
TIC47911178,3.5857021
TIC48335665,4.6274812
TIC48450535,4.233826
TIC48476907,4.7132565
TIC48499902,7.5811853
TIC48507019,5.3953039
TIC49534600,7.9490097
TIC49558810,6.7093594
TIC49671442,4.2026197
TIC49701947,5.7779484
TIC49899799,7.0113985
TIC50528312,5.273489
TIC50743469,5.7344094
TIC50758245,4.5147347
TIC51024887,8.2674452
TIC51947865,7.4016964
TIC5205367,3.9928126
TIC52079677,9.030013
TIC53059882,8.9582177
TIC53708889,8.4582565
TIC53713272,3.9897025
TIC54637745,8.9702618
TIC5506314,8.2539175
TIC55092869,4.7380948
TIC55222619,5.196159
TIC55222620,5.1962117
TIC55602946,4.9386468
TIC55655482,7.920336
TIC55746262,3.5598046
TIC56023695,8.1783355
TIC56127811,3.7236125
TIC56128191,6.2238601
TIC57229803,3.6497411
TIC57256934,7.0631807
TIC57652994,4.2785301
TIC58466459,3.8716104
TIC59025325,3.8268311
TIC59834339,3.7941214
TIC601366244,4.7185238
TIC60658382,7.7504819
TIC61135882,5.6402419
TIC61381436,3.8884334
TIC62573638,4.7160152
TIC63074282,5.3318272
TIC63291675,8.0982073
TIC63370066,5.5541695
TIC63459761,4.3633096
TIC63459761_2,4.3638776
TIC63579446,5.5828949
TIC63644417,6.2124706
TIC63820329,4.6765443
TIC64366964,4.459427
TIC64783257,3.8551178
TIC64904640,4.6638539
TIC64951042,8.2390329
TIC65200579,3.9293052
TIC66509654,5.289573
TIC66572840,5.7569119
TIC66646031,4.4780699
TIC68901798,3.8601386
TIC70555928,6.1140814
TIC72121778,6.0117788
TIC72534221,7.2291095
TIC72605231,3.9370184
TIC72782654,6.6314323
TIC73177813,8.8160188
TIC74528318,4.670058
TIC75490265,3.7384026
TIC75969405,4.6107416
TIC76923707,4.5304746
TIC77320223,8.6061014
TIC78055054,4.3887454
TIC78568736,8.2197877
TIC78740218,5.1192821
TIC79492099,4.6034924
TIC79548760,7.971971
TIC80025900,4.0582743
TIC80929740,4.738775
TIC81390067,7.7029007
TIC81609273,4.8387759
TIC81702112,7.7359444
TIC83113607,4.4437807
TIC83812531,3.9537503
TIC8592033,4.3435903
TIC86081744,4.3388449
TIC8624617,4.9057067
TIC87251422,7.0661708
TIC88380001,4.4332324
TIC89761288,6.5232288
TIC90349611,3.8896054
TIC9058724,3.5605419
TIC90911675,3.962421
TIC91369561,3.9831064
TIC91542943,5.3266949
TIC91961,5.2826248
TIC92349924,8.799394
TIC92352621,7.8963939
TIC92359850,4.1499585
TIC92743594,4.2253213
TIC927579,6.0705574
TIC9361438,8.6077407
TIC9433212,5.013448
TIC96106862,5.3797936
TIC96799506,6.5457001
TIC9727392,4.5345679
TIC97908039,5.1397073
TIC98658304,5.9307456
TIC99013269,6.5346855
TIC99254945,7.7078125
TIC10057647,16.26353
TIC101233501,14.54574
TIC101547609,21.454335
TIC101654574,18.459294
TIC102169275,13.099714
TIC103573024,21.5587749
TIC112099606,10.2868251
TIC112236473,10.278941
TIC114819301,9.7729818
TIC11491822,9.9465911
TIC115771549,9.435472
TIC116380226,15.3229639
TIC117516791,19.4501262
TIC117648603,9.2982863
TIC118313102,9.255727
TIC118586896,12.1136299
TIC12029932,10.5542613
TIC120602501,14.8655966
TIC120893542,11.2580485
TIC121016578,14.0841391
TIC121122016,13.850315
TIC121866154,9.4556658
TIC122275115,16.727168
TIC122446960,18.6112781
TIC122707747,10.166223
TIC124095230,10.6190279
TIC124350360,17.1162213
TIC125175122,9.6476573
TIC12723924,22.0004004
TIC127365016,20.8542116
TIC12862119,11.2077438
TIC129538133,12.0919522
TIC13037534,30.1826945
TIC13092260,13.2458144
TIC132298139,35.968161
TIC13389059,30.551402
TIC135088521,17.1141414
TIC13684720,12.4378148
TIC137549183,10.2659573
TIC138171285,21.4987717
TIC138333980,17.8883306
TIC138639253,17.5281048
TIC138819130,10.7880606
TIC138857475,12.9392878
TIC138951779,11.9413036
TIC139704026,25.7566928
TIC1400770435,13.7432308
TIC14040050,10.2707341
TIC140659978,9.4400954
TIC140659980,9.4400721
TIC140736015,14.6253941
TIC140760434,30.9767086
TIC140830390,12.8382058
TIC140867345,12.0207167
TIC141809359,12.15756
TIC141978095,12.8339767
TIC142105299,80.0528937
TIC142262969,15.5149339
TIC142865103,13.3344976
TIC144440290,15.0147438
TIC145762697,9.0663975
TIC146039664,17.8368584
TIC146439804,28.5065844
TIC146530594,27.0879453
TIC14709809,9.3910703
TIC147185619,32.2753745
TIC147406559,21.6219603
TIC147686743,16.1688794
TIC148914403,18.2901954
TIC150031040,9.7627033
TIC150251466,12.3875684
TIC151267228,9.1601819
TIC151681127,10.1987241
TIC153077619,16.3536764
TIC153741139,16.588177
TIC154570928,42.6536288
TIC1551345500,47.3858687
TIC155989956,17.8592472
TIC156325724,11.7250907
TIC157018051,15.0814007
TIC157774304,11.7845114
TIC157999789,26.141053
TIC158491288,12.0835487
TIC158536052,19.9756911
TIC159047480,11.6041297
TIC159464498,11.3298056
TIC159510109,16.9487028
TIC159573299,10.8828219
TIC159716878,16.6002043
TIC159897979,14.0549592
TIC160328766,10.3176495
TIC161638713,12.6165358
TIC161668117,15.6398872
TIC161710825,15.9627044
TIC162035117,13.150359
TIC164413080,9.3307063
TIC164554097,9.726541
TIC165470014,18.9511081
TIC165493409,9.1065193
TIC165721304,69.7691461
TIC165725822,11.6906423
TIC165987272,15.6888569
TIC165991532,51.4178453
TIC166421485,15.015979
TIC166532356,10.5729573
TIC167201539,9.4689278
TIC167208380,18.3195555
TIC167673218,17.9651049
TIC167692429,10.2628479
TIC167722708,35.297151
TIC167756615,19.4296795
TIC167983141,10.4099243
TIC169467727,19.6332942
TIC169815759,12.4274859
TIC169819162,17.7444016
TIC170344769,11.259333
TIC170635351,13.6518985
TIC172361463,17.9417712
TIC172462064,23.89345
TIC173756896,11.3408662
TIC176551075,25.7781919
TIC176871438,15.1382159
TIC177077475,23.4262368
TIC177308817,23.8960519
TIC177350401,12.0753454
TIC177644756,11.3407028
TIC177960771,22.4150065
TIC177995773,10.6183382
TIC179985566,11.034992
TIC18319090,15.4251764
TIC183529462,14.9844937
TIC184008771,11.0251081
TIC184298625,9.5412426
TIC186137970,38.4396
TIC186514178,15.9038388
TIC186942457,12.7727366
TIC189084771,15.0798097
TIC18914916,11.2840942
TIC189397763,12.7746423
TIC190990336,11.0968971
TIC191769621,16.9850358
TIC191933664,9.8154184
TIC191965113,20.8289572
TIC192071095,12.1727418
TIC192111972,22.8434607
TIC192201543,17.4624961
TIC194132691,11.6436879
TIC195549306,14.3584795
TIC19570530,12.4471515
TIC196433833,23.8403023
TIC197887879,14.5286478
TIC198382838,94.1259026
TIC198537349,9.5785564
TIC199708835,10.1201374
TIC200135791,21.9877425
TIC201233610,21.0578466
TIC201234926,14.0946283
TIC201924791,13.6332784
TIC202444594,15.9891803
TIC202509016,38.5951605
TIC203001339,9.0673009
TIC206508611,14.6704381
TIC207080350,9.1073059
TIC207081058,14.7768213
TIC207398432,9.2581804
TIC207493152,9.1276498
TIC211380233,26.6606389
TIC214198381,10.6816724
TIC214517366,24.9530583
TIC21499327,14.7836424
TIC219362976,15.9543896
TIC219771660,14.4945368
TIC219807735,21.7328313
TIC220015845,26.3381651
TIC220523550,13.4964231
TIC220567625,19.4266015
TIC22146154,18.1921987
TIC22390773,11.3051195
TIC229465075,14.2637441
TIC229679814,10.5936893
TIC229715760,11.5744983
TIC229750058,10.1827843
TIC229776076,11.2110117
TIC229788204,187.6752114
TIC229808144,11.6102781
TIC229811538,11.5402195
TIC229940491,37.4597626
TIC230017324,19.3876438
TIC230065962,15.956959
TIC230086768,34.9269461
TIC230088370,14.0076888
TIC230114503,11.518327
TIC231833061,26.187637
TIC232643392,9.8689258
TIC233058262,26.2781296
TIC233058265,26.2811517
TIC233211759,100.2057315
TIC233390838,12.8955415
TIC233722938,10.7579446
TIC233964642,17.9157671
TIC234347951,23.3047751
TIC237105551,95.6494225
TIC237200747,14.3034955
TIC2372579,9.9210976
TIC238196979,9.4228509
TIC238197709,13.7256533
TIC238229705,31.4722935
TIC238896417,16.2442349
TIC238896431,16.2461726
TIC240911922,12.0982702
TIC24397947,10.190907
TIC24704862,17.2004992
TIC247145147,12.9536819
TIC248074315,15.7235135
TIC24935204,13.443185
TIC252214164,20.9522022
TIC252554485,9.9429873
TIC252791409,17.9413714
TIC252914221,19.5468227
TIC253826623,18.3530326
TIC255567460,13.7963311
TIC255587619,9.4274907
TIC255806138,23.4251318
TIC256327585,13.4947763
TIC257691369,85.8515645
TIC258108067,12.9687125
TIC258389327,26.5478508
TIC258826816,41.6423416
TIC259070502,11.2008349
TIC259126549,14.7690385
TIC259373684,21.6867871
TIC259543079,40.3040804
TIC259589049,9.9682009
TIC260128333,14.6085828
TIC260132330,17.2987798
TIC260269456,10.7963546
TIC260273161,17.7873771
TIC260703820,27.0977052
TIC261261490,113.0648644
TIC262758522,12.3237552
TIC264679887,13.785452
TIC26542657,11.0047721
TIC266220739,9.8668383
TIC267542728,39.7264662
TIC269126567,13.6752164
TIC269411609,11.5591434
TIC27006880,9.7631328
TIC270166263,15.3125412
TIC270411008,17.3506499
TIC270517432,33.8587708
TIC270526513,39.4727069
TIC270700608,23.8710646
TIC271040768,20.7353455
TIC271040947,19.2308468
TIC271773721,21.5732146
TIC272074664,10.4761388
TIC272369124,27.8007538
TIC272650576,16.256743
TIC272720444,14.1690365
TIC273066197,33.4147254
TIC27307817,14.5841729
TIC273376048,12.5688999
TIC273582296,28.021551
TIC273697554,11.8781034
TIC27397122,12.7335564
TIC274575202,9.2035894
TIC274945059,17.3600805
TIC275576176,15.6440504
TIC277566482,49.3787693
TIC277649549,14.4904608
TIC27845677,33.16094
TIC278826516,14.0836051
TIC278826996,19.1689746
TIC279097963,10.5242227
TIC27915909,10.6742332
TIC279186939,18.3557648
TIC279322914,18.8676842
TIC279454212,11.761213
TIC279537689,11.5527497
TIC279741942,14.2160823
TIC279949020,13.0987154
TIC280095254,10.2930439
TIC280097543,9.4596523
TIC280110726,15.8896273
TIC280206394,11.2366232
TIC28051929,13.6346813
TIC281731203,11.6335179
TIC281924357,15.0403573
TIC28224552,9.9265876
TIC283193372,12.0307122
TIC284350181,18.8944038
TIC284611896,16.3676063
TIC284613090,11.5548386
TIC284783117,11.243486
TIC287321618,18.4363656
TIC287841093,17.7032481
TIC288027491,32.2082685
TIC288507910,16.6954722
TIC289044378,24.8495338
TIC291116020,14.4641037
TIC291385340,15.7196245
TIC292317374,9.3202138
TIC293689266,14.8104372
TIC293689267,14.8056241
TIC293844307,14.9430765
TIC294601335,12.4588278
TIC29478974,12.4532873
TIC296084068,20.4812155
TIC296780789,13.5773533
TIC297701617,18.5478532
TIC298969838,10.1205584
TIC299903137,18.3001229
TIC300161053,13.3068164
TIC300293197,13.1176103
TIC300560295,20.588776
TIC301160638,16.0184397
TIC301264684,9.3622535
TIC301485937,10.6546526
TIC302043038,16.7212031
TIC302089933,13.4235454
TIC306059878,11.7875453
TIC306263608,11.7973633
TIC306635088,17.0043351
TIC306955469,11.9503667
TIC306956190,9.8292587
TIC307084982,19.2686875
TIC30714849,15.0688612
TIC307433122,27.8513812
TIC307488184,10.0668842
TIC307927495,20.5564876
TIC308050066,11.1755633
TIC309600985,11.7618228
TIC309619055,10.5509286
TIC309791156,19.5716486
TIC309792357,314.6167372
TIC311183180,13.2498121
TIC31273263,22.5729583
TIC313193981,50.8632251
TIC316182273,11.2219952
TIC317015040,19.847796
TIC317330474,12.2076544
TIC318290913,15.021469
TIC319936228,9.6464394
TIC320264006,9.2758197
